,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course,G_mean,social_economic_score,social_class
144,GP,M,17,1,GT3,T,0,0,1,1,home,mother,1,1,3,no,yes,no,no,yes,yes,1,no,5,4,5,1,2,5,0,5,0,0,math,1.6666666666666667,5,higher_economic_class
145,GP,F,15,1,GT3,T,0,0,1,1,course,father,1,2,0,no,yes,yes,no,yes,yes,1,no,4,4,2,1,2,5,0,8,11,11,math,10.0,5,higher_economic_class
146,GP,F,15,1,GT3,T,1,0,1,1,home,father,1,2,3,no,yes,no,no,yes,yes,1,no,3,3,2,1,1,3,0,6,7,0,math,4.333333333333333,6,higher_economic_class
147,GP,F,15,1,GT3,T,0,0,0,1,course,mother,1,2,0,no,yes,yes,no,no,yes,1,no,4,3,2,1,1,5,2,10,11,11,math,10.666666666666666,4,higher_economic_class
148,GP,M,16,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,yes,no,no,yes,no,1,yes,3,3,2,2,1,5,0,7,6,0,math,4.333333333333333,7,higher_economic_class
149,GP,M,15,1,LE3,A,0,0,1,1,course,mother,0,1,3,no,no,no,no,yes,yes,1,no,4,5,5,2,5,5,0,8,9,10,math,9.0,4,higher_economic_class
150,GP,M,18,1,LE3,T,0,0,1,1,course,mother,1,1,3,no,no,no,no,yes,no,1,yes,2,3,5,2,5,4,0,6,5,0,math,3.6666666666666665,5,higher_economic_class
151,GP,M,16,1,LE3,T,0,0,0,1,course,mother,1,1,1,no,no,no,yes,yes,yes,0,yes,4,4,4,3,5,5,6,12,13,14,math,13.0,3,lower_economic_class
152,GP,F,15,0,GT3,T,1,1,1,1,reputation,other,1,3,2,no,yes,yes,yes,yes,yes,1,yes,4,2,1,2,3,3,8,10,10,10,math,10.0,6,higher_economic_class
153,GP,M,19,1,GT3,T,1,0,1,0,home,mother,1,1,3,no,yes,no,no,yes,no,1,yes,4,5,4,1,1,4,0,5,0,0,math,1.6666666666666667,5,higher_economic_class
154,GP,F,17,1,GT3,T,1,1,1,1,course,mother,1,1,0,yes,yes,no,no,yes,yes,0,yes,4,2,1,1,1,4,0,11,11,12,math,11.333333333333334,6,higher_economic_class
155,GP,M,15,0,GT3,T,0,1,0,1,course,mother,1,2,0,yes,no,yes,yes,yes,yes,0,no,4,4,4,1,1,1,2,11,8,8,math,9.0,3,lower_economic_class
156,GP,M,17,0,LE3,T,0,0,1,1,reputation,mother,1,1,0,no,no,no,no,yes,yes,0,no,2,2,2,3,3,5,8,16,12,13,math,13.666666666666666,3,lower_economic_class
157,GP,F,18,0,GT3,T,0,0,0,1,course,mother,0,1,3,no,yes,no,yes,no,yes,0,no,5,2,5,1,5,4,6,9,8,10,math,9.0,1,lower_economic_class
158,GP,M,16,0,GT3,T,0,0,0,1,course,mother,0,1,0,no,no,no,no,no,yes,0,no,4,2,2,1,2,3,2,17,15,15,math,15.666666666666666,1,lower_economic_class
159,GP,M,16,1,GT3,T,1,1,1,1,course,father,1,2,1,no,yes,yes,no,yes,yes,1,yes,4,5,5,4,4,5,4,10,12,12,math,11.333333333333334,7,higher_economic_class
160,GP,M,17,0,LE3,T,0,0,0,1,course,mother,1,1,2,no,no,no,yes,yes,no,1,yes,3,3,2,2,2,5,0,7,6,0,math,4.333333333333333,3,lower_economic_class
161,GP,M,15,0,GT3,T,1,0,1,1,course,mother,1,2,2,yes,yes,no,no,yes,yes,1,yes,4,4,4,1,4,3,6,5,9,7,math,7.0,5,higher_economic_class
162,GP,M,16,1,LE3,T,0,0,1,1,course,mother,1,1,1,no,no,no,yes,yes,yes,0,no,4,4,4,2,4,5,0,7,0,0,math,2.3333333333333335,4,higher_economic_class
163,GP,M,17,1,GT3,T,0,1,0,1,course,father,1,1,0,no,no,no,no,yes,no,1,no,5,3,3,1,4,2,2,10,10,10,math,10.0,5,higher_economic_class
164,GP,M,17,0,LE3,T,0,0,1,1,course,mother,0,2,3,no,no,no,yes,yes,no,0,yes,5,3,5,1,5,5,0,5,8,7,math,6.666666666666667,2,lower_economic_class
165,GP,M,16,1,GT3,T,1,0,1,1,course,mother,1,1,1,no,yes,no,yes,no,no,0,no,4,5,2,1,1,2,16,12,11,12,math,11.666666666666666,5,higher_economic_class
166,GP,M,16,1,GT3,T,0,0,1,1,course,father,1,2,0,no,no,no,no,yes,no,1,no,4,3,5,2,4,4,4,10,10,10,math,10.0,5,higher_economic_class
167,GP,F,16,1,GT3,T,1,0,1,1,home,father,1,2,0,no,no,yes,no,yes,yes,1,yes,4,2,3,1,1,3,0,14,15,16,math,15.0,6,higher_economic_class
168,GP,F,16,1,GT3,T,0,0,1,1,home,mother,1,2,0,no,yes,yes,no,no,yes,1,no,5,1,5,1,1,4,0,6,7,0,math,4.333333333333333,5,higher_economic_class
169,GP,F,16,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,1,yes,4,4,2,1,1,3,0,14,14,14,math,14.0,7,higher_economic_class
170,GP,M,16,1,GT3,T,1,1,1,1,course,father,0,1,2,no,yes,no,yes,no,yes,1,no,3,4,5,2,4,2,0,6,5,0,math,3.6666666666666665,6,higher_economic_class
171,GP,M,16,1,GT3,T,0,0,1,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,1,yes,4,3,2,1,1,3,2,13,15,16,math,14.666666666666666,5,higher_economic_class
172,GP,M,17,1,LE3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,4,4,1,3,5,0,13,11,10,math,11.333333333333334,7,higher_economic_class
173,GP,F,16,1,GT3,T,0,1,0,1,home,mother,1,2,3,no,no,no,yes,no,yes,1,yes,4,3,5,1,1,3,0,8,7,0,math,5.0,5,higher_economic_class
174,GP,F,16,1,LE3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,4,5,1,1,4,4,10,11,9,math,10.0,7,higher_economic_class
175,GP,M,17,1,LE3,T,1,1,1,1,course,mother,1,2,0,no,no,yes,yes,yes,yes,1,no,4,4,4,4,4,4,4,10,9,9,math,9.333333333333334,7,higher_economic_class
176,GP,F,16,1,GT3,T,0,0,1,1,reputation,mother,1,2,0,no,no,yes,yes,no,yes,1,no,3,4,4,1,4,5,2,13,13,11,math,12.333333333333334,5,higher_economic_class
177,GP,M,17,1,GT3,T,1,1,1,1,reputation,father,1,2,0,no,no,no,yes,no,yes,1,no,4,3,4,1,4,4,4,6,5,6,math,5.666666666666667,7,higher_economic_class
178,GP,M,16,0,GT3,T,1,0,1,1,other,mother,1,1,0,no,yes,no,yes,yes,yes,1,yes,4,3,3,3,4,3,10,10,8,9,math,9.0,5,higher_economic_class
179,GP,M,17,1,GT3,T,1,1,1,1,course,mother,1,2,0,no,yes,no,yes,yes,yes,1,yes,5,2,3,1,1,2,4,10,10,11,math,10.333333333333334,7,higher_economic_class
180,GP,M,16,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,3,4,3,2,3,3,10,9,8,8,math,8.333333333333334,7,higher_economic_class
181,GP,M,16,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,no,yes,yes,yes,yes,1,yes,4,2,3,1,2,3,2,12,13,12,math,12.333333333333334,7,higher_economic_class
182,GP,F,17,1,GT3,T,0,1,1,1,reputation,father,1,2,0,no,yes,no,yes,yes,yes,0,no,5,4,2,2,3,5,0,16,17,17,math,16.666666666666668,5,higher_economic_class
183,GP,F,17,1,LE3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,yes,5,3,3,2,3,1,56,9,9,8,math,8.666666666666666,7,higher_economic_class
184,GP,F,16,1,GT3,T,1,0,1,1,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,1,2,2,1,2,1,14,12,13,12,math,12.333333333333334,6,higher_economic_class
185,GP,M,17,1,GT3,T,1,1,1,1,other,mother,1,2,0,no,yes,no,yes,yes,yes,1,yes,4,3,4,2,3,4,12,12,12,11,math,11.666666666666666,7,higher_economic_class
186,GP,M,16,1,GT3,T,0,0,1,1,other,mother,1,1,0,no,yes,yes,yes,yes,yes,1,yes,3,3,3,1,2,3,2,11,12,11,math,11.333333333333334,5,higher_economic_class
187,GP,M,16,1,LE3,T,0,0,1,1,course,mother,1,2,0,no,no,yes,yes,yes,yes,1,yes,4,2,3,1,2,5,0,15,15,15,math,15.0,5,higher_economic_class
188,GP,F,17,1,GT3,A,1,1,1,1,reputation,mother,1,2,0,no,yes,no,no,no,yes,1,yes,3,3,3,1,3,3,6,8,7,9,math,8.0,7,higher_economic_class
189,GP,M,17,0,GT3,T,0,0,0,1,home,mother,1,2,0,no,no,no,no,yes,yes,0,no,3,1,3,1,5,3,4,8,9,10,math,9.0,2,lower_economic_class
190,GP,F,16,1,GT3,T,0,1,1,1,course,mother,1,2,0,no,no,no,no,yes,yes,1,no,4,3,3,1,1,2,10,11,12,13,math,12.0,6,higher_economic_class
191,GP,F,17,1,GT3,T,0,0,0,1,course,mother,1,2,0,no,no,no,yes,yes,yes,1,no,5,3,3,1,1,3,0,8,8,9,math,8.333333333333334,4,higher_economic_class
192,GP,M,17,1,GT3,T,0,0,0,1,other,other,1,2,0,no,no,yes,yes,no,yes,1,no,4,4,4,4,5,5,12,7,8,8,math,7.666666666666667,4,higher_economic_class
193,GP,M,16,0,GT3,T,1,1,1,1,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,1,no,4,3,2,3,4,5,8,8,9,10,math,9.0,6,higher_economic_class
194,GP,M,16,1,GT3,T,0,1,1,1,home,father,1,1,0,no,no,no,no,yes,yes,1,no,5,3,3,1,1,3,0,13,14,14,math,13.666666666666666,6,higher_economic_class
195,GP,F,17,1,LE3,T,0,1,1,1,course,father,1,2,0,no,no,no,yes,yes,yes,1,yes,4,3,2,1,1,5,0,14,15,15,math,14.666666666666666,6,higher_economic_class
196,GP,M,17,1,GT3,T,1,1,1,1,home,mother,1,1,0,no,no,no,no,yes,yes,1,no,5,2,3,1,2,5,4,17,15,16,math,16.0,7,higher_economic_class
197,GP,M,16,0,LE3,T,1,1,1,1,home,father,0,1,0,no,yes,yes,yes,yes,yes,1,no,3,3,4,3,5,3,8,9,9,10,math,9.333333333333334,5,higher_economic_class
198,GP,F,17,1,GT3,T,1,1,1,1,home,mother,1,1,1,no,yes,no,no,yes,yes,1,no,4,2,4,2,3,2,24,18,18,18,math,18.0,7,higher_economic_class
199,GP,F,16,1,LE3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,5,2,1,2,3,0,9,9,10,math,9.333333333333334,7,higher_economic_class
200,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,4,3,5,1,5,2,2,16,16,16,math,16.0,7,higher_economic_class
201,GP,F,16,1,GT3,T,0,1,1,1,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,0,no,4,4,3,1,3,4,6,8,10,10,math,9.333333333333334,5,higher_economic_class
202,GP,F,17,1,GT3,T,0,0,1,1,course,mother,1,2,0,no,yes,yes,no,no,yes,0,no,4,4,4,1,3,1,4,9,9,10,math,9.333333333333334,4,higher_economic_class
203,GP,F,17,0,GT3,T,0,0,1,1,reputation,mother,1,1,0,no,yes,no,no,yes,yes,1,no,5,3,2,1,2,3,18,7,6,6,math,6.333333333333333,4,higher_economic_class
204,GP,F,16,0,GT3,T,0,0,1,1,reputation,mother,1,4,0,no,yes,yes,yes,no,yes,1,no,5,3,5,1,1,5,6,10,10,11,math,10.333333333333334,4,higher_economic_class
205,GP,F,17,1,GT3,T,1,1,0,1,home,mother,1,3,1,no,yes,yes,no,yes,yes,1,yes,4,4,3,3,4,5,28,10,9,9,math,9.333333333333334,6,higher_economic_class
206,GP,F,16,1,GT3,A,1,0,1,1,course,mother,1,2,3,no,yes,yes,no,yes,yes,1,no,2,3,3,2,2,4,5,7,7,7,math,7.0,6,higher_economic_class
207,GP,F,16,1,GT3,T,1,1,1,1,other,mother,1,2,0,no,no,yes,yes,yes,yes,1,yes,1,3,2,1,1,1,10,11,12,13,math,12.0,7,higher_economic_class
208,GP,F,16,1,GT3,T,0,0,0,1,home,mother,1,1,0,no,yes,yes,no,yes,yes,0,no,4,3,2,1,4,5,6,9,9,10,math,9.333333333333334,3,lower_economic_class
209,GP,F,17,0,GT3,T,1,1,1,1,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,1,yes,4,4,2,1,1,4,6,7,7,7,math,7.0,6,higher_economic_class
210,GP,F,19,1,GT3,T,1,1,1,1,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,1,no,4,3,3,1,2,3,10,8,8,8,math,8.0,7,higher_economic_class
211,GP,M,17,1,LE3,T,1,1,1,1,home,mother,1,2,0,no,yes,yes,no,yes,yes,1,yes,5,3,5,4,5,3,13,12,12,13,math,12.333333333333334,7,higher_economic_class
212,GP,F,16,1,GT3,A,0,0,1,1,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,1,no,3,3,4,1,1,4,0,12,13,14,math,13.0,5,higher_economic_class
213,GP,M,18,1,GT3,T,0,0,1,1,home,mother,1,2,1,no,yes,yes,yes,yes,yes,1,no,4,4,4,2,4,5,15,6,7,8,math,7.0,5,higher_economic_class
214,GP,F,17,0,LE3,T,1,1,1,1,other,mother,1,1,0,no,yes,yes,no,yes,yes,0,no,5,2,1,1,2,3,12,8,10,10,math,9.333333333333334,5,higher_economic_class
215,GP,F,17,1,LE3,T,1,0,1,1,reputation,mother,1,2,0,no,no,yes,no,yes,yes,1,no,4,4,4,1,3,1,2,14,15,15,math,14.666666666666666,6,higher_economic_class
216,GP,F,17,1,GT3,T,1,1,1,1,reputation,mother,1,2,2,no,no,yes,no,yes,yes,1,yes,3,4,5,2,4,1,22,6,6,4,math,5.333333333333333,7,higher_economic_class
217,GP,M,18,1,LE3,T,1,1,1,1,home,father,1,2,1,no,yes,yes,no,yes,yes,1,no,3,2,4,2,4,4,13,6,6,8,math,6.666666666666667,7,higher_economic_class
218,GP,F,17,1,GT3,T,0,1,0,1,home,father,1,1,0,no,yes,yes,no,yes,yes,0,no,3,3,3,1,4,3,3,7,7,8,math,7.333333333333333,4,higher_economic_class
219,GP,F,17,1,GT3,T,0,0,0,0,course,mother,1,3,0,no,yes,yes,yes,yes,yes,1,no,4,3,3,1,1,4,4,9,10,10,math,9.666666666666666,3,lower_economic_class
220,GP,F,17,0,GT3,T,0,0,0,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,4,2,5,1,2,5,2,6,6,6,math,6.0,3,lower_economic_class
221,GP,F,17,1,GT3,T,0,0,0,1,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,0,yes,4,3,4,1,1,5,0,6,5,0,math,3.6666666666666665,3,lower_economic_class
222,GP,F,16,1,GT3,T,0,1,1,1,other,mother,1,2,0,yes,no,no,no,yes,yes,1,no,2,3,1,1,1,3,2,16,16,17,math,16.333333333333332,6,higher_economic_class
223,GP,M,18,1,GT3,T,0,0,1,1,home,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,3,3,3,5,5,4,0,12,13,13,math,12.666666666666666,5,higher_economic_class
224,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,3,0,no,yes,no,yes,no,yes,1,no,5,3,2,1,1,5,0,13,13,14,math,13.333333333333334,7,higher_economic_class
225,GP,F,18,0,GT3,T,1,0,1,1,reputation,mother,1,2,1,no,no,no,yes,yes,yes,1,yes,5,3,3,1,1,4,16,9,8,7,math,8.0,5,higher_economic_class
226,GP,F,17,1,GT3,T,1,0,1,1,course,mother,1,2,0,no,no,no,yes,no,yes,1,no,5,3,4,1,3,3,10,16,15,15,math,15.333333333333334,6,higher_economic_class
227,GP,M,17,1,LE3,T,0,1,1,1,reputation,father,1,2,0,no,yes,yes,no,no,yes,1,no,5,3,3,1,3,3,2,12,11,12,math,11.666666666666666,6,higher_economic_class
228,GP,M,18,1,LE3,T,0,0,0,1,course,mother,0,2,0,yes,yes,yes,yes,yes,yes,1,yes,4,3,2,4,5,3,14,10,8,9,math,9.0,3,lower_economic_class
229,GP,F,17,1,GT3,A,0,0,1,1,course,mother,1,3,0,no,no,no,yes,yes,yes,1,yes,3,2,3,1,2,3,10,12,10,12,math,11.333333333333334,5,higher_economic_class
230,GP,F,17,1,LE3,T,1,1,1,1,reputation,father,1,2,0,no,no,no,yes,yes,yes,1,yes,3,2,3,1,2,3,14,13,13,14,math,13.333333333333334,7,higher_economic_class
231,GP,M,17,0,GT3,T,0,0,1,1,course,father,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,5,2,1,1,1,4,11,11,11,math,11.0,4,higher_economic_class
232,GP,M,17,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,1,yes,4,5,5,1,3,2,14,11,9,9,math,9.666666666666666,7,higher_economic_class
233,GP,M,16,1,GT3,T,1,1,1,1,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,2,4,2,4,1,2,14,13,13,math,13.333333333333334,7,higher_economic_class
234,GP,M,16,1,LE3,T,0,0,1,1,home,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,3,4,2,1,1,5,18,9,7,6,math,7.333333333333333,5,higher_economic_class
235,GP,M,16,1,GT3,T,1,0,0,1,reputation,mother,1,3,0,no,no,no,yes,yes,yes,1,yes,5,3,3,1,3,2,10,11,9,10,math,10.0,5,higher_economic_class
236,GP,M,17,1,LE3,T,0,0,1,1,home,father,1,2,0,no,no,yes,yes,no,yes,1,yes,4,4,2,5,5,4,4,14,13,13,math,13.333333333333334,5,higher_economic_class
237,GP,F,16,1,GT3,T,0,0,1,1,home,mother,1,1,0,no,no,no,no,yes,yes,1,yes,4,5,2,1,1,5,20,13,12,12,math,12.333333333333334,5,higher_economic_class
238,GP,F,17,0,GT3,T,0,0,0,1,course,mother,0,2,0,no,no,no,yes,yes,yes,0,no,2,1,1,1,1,3,2,13,11,11,math,11.666666666666666,1,lower_economic_class
239,GP,M,18,1,GT3,T,0,0,1,1,reputation,father,1,2,1,no,no,no,no,yes,no,1,no,5,5,4,3,5,2,0,7,7,0,math,4.666666666666667,5,higher_economic_class
240,GP,M,17,1,LE3,T,1,1,1,1,course,mother,1,2,0,no,no,no,yes,yes,yes,1,yes,2,5,5,1,4,5,14,12,12,12,math,12.0,7,higher_economic_class
241,GP,M,17,0,LE3,A,1,1,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,3,3,3,2,3,4,2,10,11,12,math,11.0,6,higher_economic_class
242,GP,M,16,1,LE3,T,1,1,1,1,course,mother,1,1,0,no,no,no,yes,no,yes,1,no,5,4,5,1,1,3,0,6,0,0,math,2.0,7,higher_economic_class
243,GP,M,16,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,no,5,3,2,1,2,5,0,13,12,12,math,12.333333333333334,7,higher_economic_class
244,GP,F,18,1,GT3,T,0,0,1,1,course,other,1,3,0,no,yes,yes,no,no,yes,1,yes,4,4,4,1,1,3,0,7,0,0,math,2.3333333333333335,5,higher_economic_class
245,GP,M,16,1,GT3,T,0,0,1,1,course,mother,0,1,0,no,no,no,no,yes,yes,1,no,4,3,3,1,1,4,6,18,18,18,math,18.0,4,higher_economic_class
246,GP,M,17,1,GT3,T,0,1,1,1,course,father,1,1,0,no,no,no,no,yes,yes,1,no,5,2,2,1,1,2,4,12,12,13,math,12.333333333333334,6,higher_economic_class
247,GP,M,22,1,GT3,T,1,0,1,1,other,mother,1,1,3,no,no,no,no,no,no,1,yes,5,4,5,5,5,1,16,6,8,8,math,7.333333333333333,6,higher_economic_class
248,GP,M,18,0,LE3,T,1,1,1,1,course,mother,1,2,1,no,yes,no,no,yes,yes,1,yes,4,3,3,1,3,5,8,3,5,5,math,4.333333333333333,6,higher_economic_class
249,GP,M,16,1,GT3,T,0,0,1,1,other,mother,1,1,0,no,no,yes,no,no,yes,1,no,4,3,2,2,4,5,0,13,15,15,math,14.333333333333334,5,higher_economic_class
250,GP,M,18,1,GT3,T,1,0,1,1,course,mother,1,1,1,no,no,no,no,yes,no,1,no,4,4,5,2,4,5,0,6,8,8,math,7.333333333333333,6,higher_economic_class
251,GP,M,16,1,GT3,T,1,1,0,1,reputation,other,0,2,0,yes,yes,no,no,no,yes,1,no,5,3,3,1,3,2,6,7,10,10,math,9.0,5,higher_economic_class
252,GP,M,18,1,GT3,T,0,0,1,1,other,mother,1,1,1,no,no,no,no,no,no,1,no,3,2,5,2,5,5,4,6,9,8,math,7.666666666666667,5,higher_economic_class
253,GP,M,16,0,GT3,T,0,0,1,1,course,mother,1,1,0,no,no,no,yes,no,yes,0,no,3,3,2,1,3,3,0,8,9,8,math,8.333333333333334,3,lower_economic_class
254,GP,M,17,0,GT3,T,0,0,1,1,course,mother,1,1,0,no,no,no,no,no,yes,1,no,4,4,2,2,4,5,0,8,12,12,math,10.666666666666666,4,higher_economic_class
255,GP,M,17,1,LE3,T,0,0,1,1,course,mother,1,1,1,no,yes,no,yes,yes,yes,1,no,4,4,4,1,2,5,2,7,9,8,math,8.0,5,higher_economic_class
256,GP,F,17,1,LE3,T,1,0,1,1,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,1,no,4,2,3,1,1,4,6,14,12,13,math,13.0,6,higher_economic_class
257,GP,M,19,1,LE3,A,1,1,1,0,reputation,mother,1,2,0,no,yes,no,no,yes,yes,1,no,4,3,1,1,1,1,12,11,11,11,math,11.0,6,higher_economic_class
258,GP,M,18,1,GT3,T,0,0,1,1,home,mother,1,2,0,no,no,no,yes,yes,yes,1,no,5,2,4,1,2,4,8,15,14,14,math,14.333333333333334,5,higher_economic_class
259,GP,F,17,1,LE3,T,0,0,1,1,course,father,1,4,0,no,no,yes,yes,yes,yes,1,yes,3,4,1,1,1,2,0,10,9,0,math,6.333333333333333,5,higher_economic_class
260,GP,F,18,1,GT3,T,1,1,1,1,home,father,1,2,0,no,yes,yes,no,yes,yes,1,yes,3,1,2,1,3,2,21,17,18,18,math,17.666666666666668,7,higher_economic_class
261,GP,M,18,1,GT3,T,1,1,1,1,course,mother,1,2,0,no,yes,yes,no,no,yes,1,no,4,3,2,1,1,3,2,8,8,8,math,8.0,7,higher_economic_class
262,GP,M,18,0,GT3,T,1,0,1,1,course,mother,1,3,0,no,no,no,yes,no,yes,0,no,5,3,2,1,1,3,1,13,12,12,math,12.333333333333334,4,higher_economic_class
263,GP,F,17,1,GT3,T,1,1,1,1,home,mother,1,3,0,no,no,no,yes,no,yes,0,no,3,2,3,1,1,4,4,10,9,9,math,9.333333333333334,6,higher_economic_class
264,GP,F,18,1,GT3,T,0,0,0,1,home,mother,1,3,0,no,yes,yes,yes,yes,yes,1,yes,4,3,3,1,1,3,0,9,10,0,math,6.333333333333333,4,higher_economic_class
265,GP,M,18,0,LE3,A,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,2,5,3,4,1,13,17,17,17,math,17.0,6,higher_economic_class
266,GP,M,17,1,GT3,T,1,0,1,1,other,mother,1,2,0,no,no,yes,yes,yes,yes,1,yes,5,4,4,3,4,5,2,9,9,10,math,9.333333333333334,6,higher_economic_class
267,GP,F,18,0,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,1,no,4,3,4,2,2,4,8,12,10,11,math,11.0,6,higher_economic_class
268,GP,M,18,1,GT3,T,1,0,1,1,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,1,yes,5,4,5,1,3,5,10,10,9,10,math,9.666666666666666,6,higher_economic_class
269,GP,F,18,0,GT3,T,0,0,1,1,reputation,mother,1,2,0,no,yes,no,no,yes,no,1,yes,4,3,5,1,2,3,0,6,0,0,math,2.0,4,higher_economic_class
270,GP,F,19,1,GT3,T,1,1,1,1,home,other,1,2,2,no,yes,yes,yes,yes,yes,1,no,4,3,5,3,3,5,15,9,9,9,math,9.0,7,higher_economic_class
271,GP,F,18,1,GT3,T,0,1,1,1,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,1,yes,4,5,5,1,3,2,4,15,14,14,math,14.333333333333334,6,higher_economic_class
272,GP,F,18,1,LE3,T,0,0,1,1,home,mother,1,2,0,no,yes,yes,no,no,yes,0,no,4,4,3,1,1,3,2,11,11,11,math,11.0,4,higher_economic_class
273,GP,M,17,0,GT3,T,0,0,0,0,home,mother,1,2,0,no,yes,yes,yes,no,yes,0,yes,3,5,2,2,2,1,2,15,14,14,math,14.333333333333334,1,lower_economic_class
274,GP,F,17,1,GT3,T,0,1,0,1,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,1,yes,4,3,3,1,1,1,2,10,10,10,math,10.0,5,higher_economic_class
275,GP,F,17,1,LE3,T,0,0,1,1,course,mother,1,2,0,yes,yes,yes,no,yes,yes,1,yes,4,4,4,2,3,5,6,12,12,12,math,12.0,5,higher_economic_class
276,GP,F,18,0,GT3,A,1,0,1,1,home,mother,1,2,0,no,no,no,no,no,no,1,yes,4,1,1,1,1,5,75,10,9,9,math,9.333333333333334,5,higher_economic_class
277,GP,M,18,1,GT3,T,1,1,1,1,home,mother,1,1,0,no,no,yes,yes,yes,yes,1,no,3,2,4,1,4,3,22,9,9,9,math,9.0,7,higher_economic_class
278,GP,F,18,1,GT3,T,1,1,1,1,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,1,yes,2,4,4,1,1,4,15,9,8,8,math,8.333333333333334,7,higher_economic_class
279,GP,M,18,1,LE3,T,1,1,1,1,course,mother,1,1,0,no,no,yes,yes,yes,yes,1,no,4,2,3,1,2,1,8,10,11,10,math,10.333333333333334,7,higher_economic_class
280,GP,M,17,1,LE3,A,1,0,1,1,home,mother,1,1,0,no,no,yes,yes,yes,yes,1,yes,4,5,4,2,4,5,30,8,8,8,math,8.0,6,higher_economic_class
281,GP,M,17,1,LE3,A,1,0,1,1,home,mother,1,1,1,no,no,no,no,yes,yes,1,no,4,4,4,3,4,3,19,11,9,10,math,10.0,6,higher_economic_class
282,GP,F,18,0,LE3,T,0,0,0,1,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,0,no,5,2,2,1,1,3,1,12,12,12,math,12.0,2,lower_economic_class
283,GP,F,18,1,GT3,T,0,0,1,1,home,mother,1,2,0,yes,no,no,yes,yes,yes,1,no,5,4,4,1,1,4,4,8,9,10,math,9.0,5,higher_economic_class
284,GP,F,17,1,GT3,T,0,0,1,1,course,mother,1,2,0,no,yes,no,no,no,yes,1,no,5,4,5,1,2,5,4,10,9,11,math,10.0,5,higher_economic_class
285,GP,M,17,1,GT3,T,0,0,1,1,reputation,father,1,2,0,no,no,yes,no,no,yes,1,no,4,3,3,1,2,4,2,12,10,11,math,11.0,5,higher_economic_class
286,GP,F,18,1,GT3,T,0,0,0,0,other,mother,1,3,0,no,yes,yes,no,yes,yes,1,no,4,3,3,1,2,2,5,18,18,19,math,18.333333333333332,3,lower_economic_class
287,GP,F,17,1,GT3,T,0,0,1,1,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,1,no,4,3,3,1,1,3,6,13,12,12,math,12.333333333333334,5,higher_economic_class
288,GP,M,18,1,GT3,T,0,0,1,1,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,1,no,4,2,4,1,3,2,6,15,14,14,math,14.333333333333334,5,higher_economic_class
289,GP,M,18,1,LE3,A,1,1,1,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,5,4,3,1,1,2,9,15,13,15,math,14.333333333333334,7,higher_economic_class
